ticker,company_name,sector,industry,fin_currency,country,market_cap,acquirer_multiple,earning_yield_p,pe_ttm,ev,ev_calc,gross_margin_p,net_margin_p,roe_p,roa_p,roc_p,pb,operating_income,ebit,net_income,total_assets,cash,total_liabilities,shareholders_equity,preferred_stock_equity,minority_interest,total_capitalization,total_debt,working_capital
BBU,Brookfield Business Partners L.,Industrials,Conglomerates,USD,Bermuda,1488195456,16.751891979297195,0.059694749777269865,199.59999,67170697216,61496195456.0,0.09305,-0.0002,0.01897,0.025980001,-0.08957154011321491,3.1037161,3671000000.0,3671000000.0,85000000.0,88322000000.0,2963000000.0,69867000000.0,0.0,0.0,17058000000.0,47310000000.0,45913000000.0,-2987000000.0
BBUC,Brookfield Business Corporation,Financial Services,Asset Management,USD,United States,1613561344,17.520750092610836,0.05707518198217654,6.1859155,19159089152,17783561344.0,0.123059995,0.02174,0.04039,0.02396,-0.05876563223714683,3.9653301,1015000000.0,1015000000.0,259000000.0,26345000000.0,646000000.0,22670000000.0,404000000.0,0.0,3271000000.0,12016000000.0,13545000000.0,-2118000000.0
BBVA,Banco Bilbao Vizcaya Argentaria,Financial Services,Banks—Diversified,EUR,Spain,54411341824,4.974214320048916,0.20103677398246203,6.9328356,56003379200,56324810024.0,0.0,0.3041,0.1559,0.0107700005,0.10751047998059574,1.1425409,11323358102.4,,8243221005.6,828516422854.4,79138857931.2,770070356743.2,54397167400.0,0.0,4048898711.2,129742984653.6,77003427420.0,53453000000.0
BBW,"Build-A-Bear Workshop, Inc.",Consumer Cyclical,Specialty Retail,USD,United States,322879648,5.717610447987851,0.17489823923767336,6.5043225,368836352,376504648.0,0.53943,0.105909996,0.48903,0.16275999,0.46016771488469604,2.8407803,65850000.0,65850000.0,51042000.0,250543000.0,24800000.0,138895000.0,111648000.0,0.0,0.0,111648000.0,78425000.0,31452000.0
BBWI,"Bath & Body Works, Inc.",Consumer Cyclical,Specialty Retail,USD,United States,10101821440,12.388432373290426,0.08572084591949136,14.2388525,15399803904,15398821440.0,0.42512,0.09899,,0.14878,-0.5576679340937896,,1243000000.0,1320000000.0,733000000.0,5243000000.0,412000000.0,7367000000.0,-2124000000.0,0.0,0.0,2373000000.0,5709000000.0,550000000.0
BBY,"Best Buy Co., Inc.",Consumer Cyclical,Specialty Retail,USD,United States,16333478912,11.741951733333334,0.08607719642085104,13.096719,19475476480,19726478912.0,0.21915,0.02931,0.43962002,0.06194,1.3224299065420562,5.833077,1680000000.0,1698000000.0,1276000000.0,16882000000.0,636000000.0,14070000000.0,2812000000.0,0.0,0.0,3942000000.0,4029000000.0,-145000000.0
BC,Brunswick Corporation,Consumer Cyclical,Recreational Vehicles,USD,United States,6168361472,9.63147888164026,0.0991574222984828,12.732955,8385465856,8267661472.0,0.28546,0.075679995,0.24562,0.08805,0.9527019174898315,2.962718,858400000.0,819800000.0,501200000.0,6100900000.0,331700000.0,4015100000.0,2085800000.0,0.0,0.0,4061500000.0,2431000000.0,782100000.0
BCAB,"BioAtla, Inc.",Healthcare,Biotechnology,USD,United States,114087208,,,,-24347776,-27194792.0,0.0,0.0,-1.0455999,-0.47621,,1.2038443,-129711000.0,-128694000.0,-124080000.0,151362000.0,141282000.0,56659000.0,94703000.0,0.0,0.0,94703000.0,0.0,105680000.0
BCAL,Southern California Bancorp,Financial Services,Banks—Regional,USD,United States,311977696,,,,255355408,316959696.0,0.0,0.29918,0.113529995,0.01296,,1.1193638,,,21498000.0,2313649000.0,33517000.0,2035099000.0,278550000.0,0.0,0.0,304392000.0,38499000.0,278550000.0
BCAN,BYND Cannasoft Enterprises Inc.,Technology,Software—Infrastructure,CAD,Israel,14587207,,,,11515678,13022796.4534306,0.49931,0.0,-0.08646,-0.048499998,,0.27683616,-2730331.10671116,-2748468.26734788,-3013953.40683216,37080732.0011226,1633873.2228457201,315745.08384132,36764986.91728128,0.0,0.0,36801049.4712282,69462.67627632,2601644.0
BCBP,"BCB Bancorp, Inc. (NJ)",Financial Services,Banks—Regional,USD,United States,218013120,10.124831563935984,0.09876707515431045,6.3431373,659761216,638978120.0,0.0,0.32693002,0.121070005,0.0100300005,0.10483667339995748,0.7707427,63110000.0,,35493000.0,3812120000.0,252651000.0,3508484000.0,303636000.0,0.0,0.0,963934000.0,673616000.0,303636000.0
BCC,"Boise Cascade, L.L.C.",Basic Materials,Building Materials,USD,United States,5076204032,6.559132015731084,0.16213404759525543,10.152019,4333006336,4321307032.0,0.21024,0.0738,0.23469,0.118030004,0.18474095617540384,2.1998045,658823000.0,700631000.0,503481000.0,3642433000.0,1272963000.0,1334838000.0,2307595000.0,0.0,0.0,2752653000.0,518066000.0,1771519000.0
BCDA,"BioCardia, Inc.",Healthcare,Biotechnology,USD,United States,15336076,,,,13600497,14899076.0,0.0,0.0,-7.2895,-1.2163501,,,-12578000.0,-12578000.0,-12527000.0,3747000.0,1835000.0,4407000.0,-660000.0,0.0,0.0,-660000.0,1398000.0,-1214000.0
BCDAW,"BioCardia, Inc.",Healthcare,Biotechnology,USD,United States,0,,,,,-437000.0,0.0,0.0,-7.2895,-1.2163501,,,-12578000.0,-12578000.0,-12527000.0,3747000.0,1835000.0,4407000.0,-660000.0,0.0,0.0,-660000.0,1398000.0,-1214000.0
BCE,"BCE, Inc.",Communication Services,Telecom Services,CAD,Canada,37211983872,16.186384230433433,0.05531784836486894,22.289618,75374665728,65769144585.72,0.43025002,0.09761,0.111049995,0.0497,-0.36639140221009714,2.1599152,4063238809.2,3638207567.28,1799648128.2,52658976331.68,463194258.36,36715066698.6,15691734406.8,2800117794.48,252175226.28,37790365808.88,25968061951.32,-5033000000.0
BCEL,"Atreca, Inc.",Healthcare,Biotechnology,USD,United States,4580546,,,,-15526457,-15526454.0,0.0,0.0,-1.82701,-0.51203,,0.42499995,-78377000.0,-78419000.0,-97756000.0,26342000.0,21388000.0,15583000.0,10759000.0,0.0,0.0,10759000.0,1281000.0,9110000.0
BCH,Banco De Chile,Financial Services,Banks—Regional,CLP,Chile,11313903616,10.116364365702722,0.09884974125588804,8.145454,10260484980736,19163156861.0744,0.0,0.4665,0.24809,0.02191,0.000376472351254416,2.24,1894273097.3632002,,1354167771.1896002,61996187212.116005,4064730095.4464,56346463901.25921,5649722186.787201,0.0,1124.0696,17469042005.944,11913982216.4512,5026133000000.0
BCLI,Brainstorm Cell Therapeutics In,Healthcare,Biotechnology,USD,United States,13959756,,,,15432753,15432756.0,0.0,0.0,,-1.4225501,,,-21550000.0,-21550000.0,-16632000.0,5682000.0,1418000.0,8264000.0,-2582000.0,0.0,0.0,-2582000.0,2891000.0,-4782000.0
BCML,BayCom Corp,Financial Services,Banks—Regional,USD,United States,259326688,8.525565048228906,0.11729427836665668,8.769532,42286124,315539688.0,0.0,0.27103,0.092180006,0.01122,0.06476557455364408,0.84720176,37011000.0,,28929000.0,2574386000.0,32187000.0,2267126000.0,307260000.0,0.0,0.0,379643000.0,88400000.0,307260000.0
BCO,Brinks Company (The),Industrials,Security & Protection Services,USD,United States,3715814912,19.120112853828306,0.050420054020591944,27.959322,6572918272,6592614912.0,0.24083,0.028570002,0.33647,0.051799998,-0.5194561650257853,8.07361,344800000.0,332400000.0,92100000.0,6264800000.0,933500000.0,5680500000.0,462800000.0,0.0,121500000.0,3665000000.0,3688800000.0,837800000.0
BCOV,Brightcove Inc.,Technology,Software—Application,USD,United States,100855040,,,,106979104,106979040.0,0.61374,-0.12866999,-0.26346,-0.07024,,1.0892018,-25026000.0,-25026000.0,-25769000.0,214145000.0,16422000.0,121843000.0,92302000.0,0.0,0.0,92302000.0,22546000.0,-36600000.0
BCOW,"1895 Bancorp of Wisconsin, Inc.",Financial Services,Banks—Regional,USD,United States,43134060,,-0.003274277949862696,,90964488,97426060.0,0.0,-0.35657,-0.06143,-0.00828,-0.0023021354290704136,0.57212317,-319000.0,,-4486000.0,554576000.0,24207000.0,484417000.0,70159000.0,0.0,0.0,148658000.0,78499000.0,70159000.0
BCPC,Balchem Corporation,Basic Materials,Specialty Chemicals,USD,United States,4519235072,31.28410884583201,0.031965110623032186,44.078613,4841943040,4822852072.0,0.31924,0.11152001,0.10754,0.05994,0.5143258445709252,4.407723,154163000.0,154163000.0,103301000.0,1603484000.0,76952000.0,578217000.0,1025267000.0,0.0,0.0,1405836000.0,380569000.0,233184000.0
BCRX,"BioCryst Pharmaceuticals, Inc.",Healthcare,Biotechnology,USD,United States,1247286784,,,,1695128064,849696784.0,0.2907,-0.74428004,,-0.124069996,,,-107350000.0,-124419000.0,-236350000.0,522924000.0,397590000.0,933910000.0,-1619428000.0,0.0,0.0,-1619428000.0,0.0,
BCS,Barclays PLC,Financial Services,Banks—Diversified,GBP,United Kingdom,30422777856,-17.71372759288623,-0.05645339157194652,4.695906,172946063360,-157992990515.6,0.0,0.27246,0.09538999,0.0039399997,0.061360337036405234,2.1903982,8919240159.2,,8232361995.2,2024663700148.6,334280706480.0,1936927734663.6,86896447729.0,0.0,839517756.0,231921868081.4,145025420352.4,68975000000.0
BCSA,Blockchain Coinvestors Acquisit,Financial Services,Shell Companies,USD,Cayman Islands,146428416,,,155.71428,147973136,147973204.0,0.0,0.0,,-0.01403,,,-3900679.0,-3900679.0,1737208.0,39327270.0,222456.0,19372294.0,19954976.0,0.0,0.0,19954976.0,1767244.0,-6754190.0
BCSAW,Blockchain Coinvestors Acquisition Corp. I Warrant,Financial Services,Shell Companies,USD,Cayman Islands,0,,,,,1544788.0,0.0,0.0,,-0.01403,,,-3900679.0,-3900679.0,1737208.0,39327270.0,222456.0,19372294.0,19954976.0,0.0,0.0,19954976.0,1767244.0,-6754190.0
BCSF,"Bain Capital Specialty Finance,",Financial Services,Asset Management,USD,United States,996196288,21.510842931986417,0.046488182874182465,7.3476195,2286967808,2286968288.0,1.0029399,0.47766,0.12189999,0.05187,0.04693828536209989,0.87960327,106317000.0,,135831000.0,2566475000.0,79498000.0,1433956000.0,1132519000.0,0.0,0.0,2502789000.0,1370270000.0,1132519000.0
BCTX,BriaCell Therapeutics Corp.,Healthcare,Biotechnology,USD,Canada,86141360,,,,72290544,72290402.0,0.0,0.0,-2.0601301,-0.57763,,31.705881,-26372141.0,-20303442.0,-13194310.0,18619235.0,13645847.0,16102935.0,2721411.0,0.0,-205111.0,2721411.0,0.0,17361478.0
BCTXW,BriaCell Therapeutics Corp.,Healthcare,Biotechnology,USD,Canada,0,,,,,-13850958.0,0.0,0.0,-2.0601301,-0.57763,,,-26372141.0,-20303442.0,-13194310.0,18619235.0,13645847.0,16102935.0,2721411.0,0.0,-205111.0,2721411.0,0.0,17361478.0
BCV,12944,Financial Services,Asset Management,USD,United States,90975544,,-0.5366091039246457,,120971376,90949918.0,1.0,-0.39643002,,,-0.20875413112823765,0.85035676,-48804554.0,,-48804554.0,148576765.0,25626.0,31681943.0,116894822.0,0.0,0.0,,0.0,116894822.0
BCX,BlackRock Resources  of Benefic,Financial Services,Asset Management,,United States,767576768,5.581472307384248,0.179164196277926,7.0952377,,767512471.0,0.0,0.0,,,0.07548959982128271,,137510755.0,,137510755.0,931426305.0,64297.0,20633591.0,910792714.0,0.0,0.0,,0.0,910792714.0
BCYC,Bicycle Therapeutics plc,Healthcare,Biotechnology,USD,United Kingdom,644184128,,,,198162032,117786128.0,0.0,0.0,-0.45796,-0.1988,,1.7401936,-167598000.0,-157557000.0,-161543000.0,638683000.0,572086000.0,222661000.0,416022000.0,0.0,0.0,446626000.0,45688000.0,533300000.0
BDC,Belden Inc,Technology,Communication Equipment,USD,United States,3081103872,11.050551650792345,0.09436969286757188,12.019512,3783412736,3761408872.0,0.38035,0.10163,0.22739,0.07218,0.39693933463796477,2.5684502,340382000.0,354963000.0,266259000.0,3129399000.0,530971000.0,1929996000.0,1199400000.0,0.0,3000.0,2345196000.0,1211273000.0,859176000.0
BDJ,Blackrock Enhanced Equity Divid,Financial Services,Asset Management,USD,United States,1465842816,,-0.049612849557951595,9.247059,1465225088,1465223821.0,1.0,3.5064402,0.09491,0.0114,-0.022071877566092826,0.89014727,-72693929.0,,-72693929.0,1681030195.0,618995.0,34275659.0,1646754536.0,0.0,0.0,,0.0,1646754536.0
BDL,"Flanigan's Enterprises, Inc.",Consumer Cyclical,Restaurants,USD,United States,48603696,12.830822323462414,0.0791356803653503,12.16279,90123616,90123696.0,0.20915002,0.08599,0.31577,0.04496,0.10062076749435665,0.0009490114,7024000.0,7132000.0,3999000.0,145769000.0,25532000.0,70855000.0,59225000.0,0.0,15689000.0,81058000.0,51363000.0,12923000.0
BDN,Brandywine Realty Trust,Real Estate,REIT—Office,USD,United States,951103168,31.28259334250905,0.027544743180619422,,3071572992,3068353168.0,0.60175,-0.020380002,-0.0062800003,0.01087,0.05432961737786652,0.62921095,98085000.0,84517000.0,-9856000.0,3922663000.0,47872000.0,2408295000.0,1507024000.0,0.0,7344000.0,3641484000.0,2157778000.0,84911000.0
BDRX,Biodexa Pharmaceuticals plc,Healthcare,Biotechnology,GBP,United Kingdom,6653580,,,,701364864,696819.9221999999,0.0,0.0,-1.2764701,-0.66581,,0.33311474,-11361473.6312,-10729291.321,-9738405.9696,10127636.929200001,6648726.2282,3386952.9787996,6740683.9504004,0.0,0.0,6740683.9504004,691966.1504,4981000.0
BDSX,"Biodesix, Inc.",Healthcare,Diagnostics & Research,USD,United States,178238320,,,,210004304,209146320.0,0.70603997,-1.43881,,-0.40289003,,,-48341000.0,-53587000.0,-63344000.0,86786000.0,19841000.0,88232000.0,-1446000.0,0.0,0.0,23504000.0,50749000.0,-3763000.0
BDTX,"Black Diamond Therapeutics, Inc",Healthcare,Biotechnology,USD,United States,140964096,,,,22750052,22750096.0,0.0,0.0,-0.62876,-0.30987,,1.0495963,-87457000.0,-87457000.0,-84112000.0,172382000.0,144256000.0,38065000.0,134317000.0,0.0,0.0,134317000.0,26042000.0,131983000.0
BDX,"Becton, Dickinson and Company",Healthcare,Medical Instruments & Supplies,USD,United States,70304145408,34.995518335260115,0.024953059517284555,47.375732,85290172416,84759145408.0,0.45544997,0.07661,0.059910003,0.03253,-0.27690494893951295,2.7252567,2422000000.0,2115000000.0,1484000000.0,52780000000.0,1424000000.0,26984000000.0,25796000000.0,0.0,0.0,40534000000.0,15879000000.0,2035000000.0
BE,Bloom Energy Corporation,Industrials,Electrical Equipment & Parts,USD,United States,3085154816,,,,3991429632,3989200816.0,0.25878,-0.24584,-0.79210997,-0.01907,,6.3339467,-262413000.0,-255315000.0,-353799000.0,2376172000.0,557384000.0,1870972000.0,486613000.0,0.0,18587000.0,1328588000.0,1442843000.0,1220746000.0
BEAM,Beam Therapeutics Inc.,Healthcare,Biotechnology,USD,United States,2124811776,,,,1226554112,1281942776.0,0.0,0.0,-0.38136002,-0.18855,,2.5840025,-398328000.0,-398328000.0,-313673000.0,1290534000.0,1015457000.0,511593000.0,778941000.0,0.0,0.0,778941000.0,172588000.0,819176000.0
BEAT,"Heartbeam, Inc.",Healthcare,Health Information Services,USD,United States,58450380,,,,39266452,39266380.0,0.0,0.0,-1.18774,-0.70972997,,3.1355932,-14944000.0,-14944000.0,-14472000.0,19648000.0,19184000.0,1019000.0,18629000.0,0.0,0.0,18629000.0,0.0,18460000.0
BECN,"Beacon Roofing Supply, Inc.",Industrials,Industrial Distribution,USD,United States,5496165376,12.515504260740741,0.0799008956544284,,8382741504,8447965376.0,0.25784,0.04701,0.20758,0.06752,0.8379888268156425,3.1164892,675000000.0,675000000.0,413200000.0,6553000000.0,69700000.0,4803300000.0,1749700000.0,0.0,0.0,4161900000.0,3021500000.0,1399900000.0
BEDU,Bright Scholar Education Holdin,Consumer Defensive,Education & Training Services,CNY,China,40724896,118.34836749674207,0.008829237832310427,,1412170624,218285114.96962,0.28125998,-0.18605,-0.22313,0.00354,-0.003273227345139751,0.028748296,1844428.6101,1927291.19532,-53657800.25626,647689578.7642,75336951.9515,427331745.87668,198619093.03878,0.0,21738739.84874,198619093.03878,231158431.07238,-553004000.0
BEEM,Beam Global,Technology,Solar,USD,United States,86396744,,,,73046416,73060744.0,0.0016699999,-0.34048998,-0.47139,-0.26368,,1.6842397,-18949000.0,-18795000.0,-18802000.0,62833000.0,14758000.0,12603000.0,50230000.0,0.0,0.0,50401000.0,1422000.0,34369000.0
BEEMW,Beam Global,Technology,Solar,USD,United States,0,,,,,-13336000.0,0.0016699999,-0.34048998,-0.47139,-0.26368,,,-18949000.0,-18795000.0,-18802000.0,62833000.0,14758000.0,12603000.0,50230000.0,0.0,0.0,50401000.0,1422000.0,34369000.0
BEEP,Mobile Infrastructure Corporati,Industrials,Infrastructure Operations,USD,United States,59100000,,,,325552000,333078000.0,0.69058996,-0.79904,-0.18541999,-0.029679999,,0.4550179,-6912000.0,-25214000.0,-24626000.0,427488000.0,13736000.0,219944000.0,113340000.0,0.0,94204000.0,248467000.0,193510000.0,-60559000.0
BEKE,KE Holdings Inc,Real Estate,Real Estate Services,CNY,China,18942253056,17.863878683461277,0.05597888441359711,23.446154,15781552128,13693831688.381119,0.27808002,0.075219996,0.07919,0.03019,0.018967995995245332,0.2468496,766565421.26314,766565421.26314,785568013.31058,16598419804.01532,7605812984.7383,6508131477.08444,10075169480.41744,0.0,15118846.51344,10075169480.41744,2342272770.60598,31199575000.0
BELFA,Bel Fuse Inc.,Technology,Electronic Components,USD,United States,785280128,8.027513614807216,0.11818526031993735,10.346284,763822400,766796128.0,0.32462,0.113350004,0.27208,0.10622,0.18471322000733764,2.4350972,95521000.0,90624000.0,75835000.0,559068000.0,100225000.0,237657000.0,321411000.0,0.0,0.0,381411000.0,81741000.0,245334000.0
BELFB,Bel Fuse Inc.,Technology,Electronic Components,USD,United States,785282752,8.027541085206394,0.11818485588771538,10.39358,767398656,766798752.0,0.32462,0.113350004,0.27208,0.10622,0.18471322000733764,2.446229,95521000.0,90624000.0,75835000.0,559068000.0,100225000.0,237657000.0,321411000.0,0.0,0.0,381411000.0,81741000.0,245334000.0
BEN,"Franklin Resources, Inc.",Financial Services,Asset Management,USD,United States,14310819840,21.234346221536786,0.06576771915478763,16.790697,15774796800,23406619840.0,0.40004003,0.11247,0.08054,0.03223,0.3022639360678592,1.201881,1102300000.0,1539400000.0,882800000.0,30234600000.0,4387600000.0,16645300000.0,11948100000.0,0.0,1641200000.0,23295500000.0,11842200000.0,4152000000.0
BENF,Beneficient,Financial Services,Asset Management,USD,United States,102249504,,,,1065348544,963207504.0,0.0,0.0,-0.82318,-0.05945,,0.26241136,-212266000.0,-1614795000.0,-1559108000.0,1457005000.0,2394000.0,273694000.0,368623000.0,4000.0,814688000.0,417283000.0,48660000.0,-205641000.0
BENFW,Beneficient Warrant,Financial Services,Asset Management,USD,United States,0,,,,,860958000.0,0.0,0.0,-0.82318,-0.05945,,0.005531915,-212266000.0,-1614795000.0,-1559108000.0,1457005000.0,2394000.0,273694000.0,368623000.0,4000.0,814688000.0,417283000.0,48660000.0,-205641000.0
BEP,Brookfield Renewable Partners L,Utilities,Utilities—Renewable,USD,Bermuda,17341288448,50.42756358837392,0.02992478063770562,,54050263040,64194288448.0,0.65639997,-0.029579999,0.01638,0.01308,-0.75898854207823,1.3237228,1273000000.0,1921000000.0,-146000000.0,65563000000.0,947000000.0,37244000000.0,0.0,0.0,23393000000.0,27596000000.0,24407000000.0,-969000000.0
BEPC,Brookfield Renewable Corporatio,Utilities,Utilities—Renewable,USD,United States,5325211648,25.53351422905983,0.10832085004046095,3.4147463,35197640704,29874211648.0,0.67794997,0.37805,0.11993,0.01966,1.2980344965904533,1.6393805,1170000000.0,3236000000.0,1519000000.0,43801000000.0,328000000.0,26043000000.0,6676000000.0,0.0,11082000000.0,19419000000.0,13795000000.0,-3369000000.0
BEP-PA,Brookfield Renewable Partners L,Utilities,Utilities—Renewable,USD,Bermuda,0,36.805184603299296,0.04100057627046294,,49633701888,46853000000.0,0.65639997,-0.029579999,0.01638,0.01308,-0.75898854207823,0.8649469,1273000000.0,1921000000.0,-146000000.0,65563000000.0,947000000.0,37244000000.0,0.0,0.0,23393000000.0,27596000000.0,24407000000.0,-969000000.0
BERY,"Berry Global Group, Inc.",Consumer Cyclical,Packaging & Containers,USD,United States,7746242048,13.144150760372566,0.06751167035593723,13.49899,16258709504,15523242048.0,0.18240999,0.04809,0.18996,0.04401,-0.4309210526315789,2.3997989,1181000000.0,1048000000.0,609000000.0,16587000000.0,1203000000.0,13371000000.0,3216000000.0,0.0,0.0,12196000000.0,8980000000.0,1830000000.0
BEST,BEST Inc.,Industrials,Trucking,CNY,China,47115596,,,,3015386112,337775953.00908,0.00913,-0.11813,-1.43688,-0.08563,,0.35095513,-142294687.86154,-129437667.44754,-133515600.25824,927524801.28992,72794851.21948,899579639.78746,18824108.00178,0.0,9121053.50068,153980695.9037,354334154.72788,-2076988000.0
BETR,Better Home & Finance Holding C,Financial Services,Mortgage Finance,USD,United States,504493152,,,,586402368,567741152.0,0.0776,0.0,,,,3.1530516,-303213000.0,-643598000.0,-738379000.0,937055000.0,556596000.0,779823000.0,157232000.0,0.0,0.0,670233000.0,619844000.0,620592000.0
BF-A,Brown Forman Inc,Consumer Defensive,Beverages—Wineries & Distilleries,USD,United States,26599428096,25.801607824098504,0.03773465523401394,35.45679,30056632320,29336428096.0,0.60417,0.18258,0.24022,0.10381,0.27814070351758796,7.9600883,1137000000.0,1107000000.0,780000000.0,8115000000.0,373000000.0,4661000000.0,3454000000.0,0.0,0.0,6108000000.0,3110000000.0,2976000000.0
BFAC,Battery Future Acquisition Corp,Financial Services,Shell Companies,USD,United States,217470992,,0.00846137619728443,45.166668,217347536,217347268.0,0.0,0.0,,,0.01634556304110947,,-2858107.0,1839057.0,8987254.0,123805322.0,123724.0,7658157.0,116147165.0,0.0,0.0,116147165.0,0.0,-3636082.0
BFAM,Bright Horizons Family Solution,Consumer Cyclical,Personal Services,USD,United States,5495175168,40.214631352334415,0.024866571354058953,63.691277,7338311680,7341221168.0,0.20472,0.03719,0.08035,0.022850001,-0.15435027809108942,4.7047744,182551000.0,182551000.0,86741000.0,3802385000.0,40927000.0,2636965000.0,1165420000.0,0.0,0.0,2115888000.0,1886973000.0,-374177000.0
BF-B,Brown Forman Inc,Consumer Defensive,Beverages—Wineries & Distilleries,USD,United States,26599436288,25.801615029023747,0.037734644696868505,34.006172,28938924032,29336436288.0,0.60417,0.18258,0.24022,0.10381,0.27814070351758796,7.6344233,1137000000.0,1107000000.0,780000000.0,8115000000.0,373000000.0,4661000000.0,3454000000.0,0.0,0.0,6108000000.0,3110000000.0,2976000000.0
BFC,Bank First Corporation,Financial Services,Banks—Regional,USD,United States,859644096,14.32406714403099,0.06981257417637224,15.588346,872228352,854187096.0,0.0,0.3607,0.103190005,0.01358,0.06362753675764495,1.4909031,59633000.0,,52460000.0,4087519000.0,75776000.0,3510190000.0,577329000.0,0.0,0.0,647648000.0,70319000.0,577329000.0
BFH,"Bread Financial Holdings, Inc.",Financial Services,Credit Services,USD,United States,1603737728,,,2.9261925,2446738688,5826737728.0,0.73700994,0.1887,0.21243,0.02566,,0.5596199,,,540000000.0,21608000000.0,0.0,18744000000.0,2864000000.0,0.0,0.0,7087000000.0,4223000000.0,
BFI,BurgerFi International Inc,Consumer Cyclical,Restaurants,USD,United States,21455232,,,,186563248,132018232.0,0.28111,-0.26614,-0.53849,-0.03452,,0.31683838,-14515000.0,-37313000.0,-46271000.0,263938000.0,9746000.0,196292000.0,67646000.0,0.0,0.0,131492000.0,120309000.0,-20831000.0
BFIIW,BurgerFi International Inc,Consumer Cyclical,Restaurants,USD,United States,0,,,,,110563000.0,0.28111,-0.26614,-0.53849,-0.03452,,,-14515000.0,-37313000.0,-46271000.0,263938000.0,9746000.0,196292000.0,67646000.0,0.0,0.0,131492000.0,120309000.0,-20831000.0
BFIN,BankFinancial Corporation,Financial Services,Banks—Regional,USD,United States,127356104,0.03340108420672208,29.939147897443,12.083333,-2262991,462104.0,0.0,0.18915,0.070549995,0.00686,0.044990406816038504,0.82830095,13835000.0,,10752000.0,1505454000.0,171561000.0,1351699000.0,153755000.0,0.0,0.0,198422000.0,44667000.0,153755000.0
BFK,BlackRock Municipal Income Trus,Financial Services,Asset Management,USD,United States,455587904,,-0.011538184941378545,,,455675310.0,1.0,-0.14807999,,,-0.00507223590972529,0.87907374,-5257666.0,,-5257666.0,819326543.0,0.0,301047613.0,518278930.0,0.0,0.0,518366336.0,87406.0,518278930.0
BFLY,"Butterfly Network, Inc.",Healthcare,Medical Devices,USD,United States,209195232,,,,84520752,82598232.0,0.5697,-1.8032401,-0.41022,-0.21235001,,0.81255025,-147876000.0,-127406000.0,-123282000.0,334222000.0,150006000.0,76803000.0,257419000.0,0.0,0.0,257419000.0,23409000.0,223226000.0
BFRG,"Bullfrog AI Holdings, Inc.",Healthcare,Health Information Services,USD,United States,17796350,,,,14153614,14153604.0,0.92,0.0,-7.01521,-1.34771,,4.7249193,-4614802.0,-4565084.0,-4754441.0,4214876.0,3856037.0,446050.0,3768826.0,1.0,0.0,3768826.0,213290.0,3762420.0
BFRI,Biofrontera Inc.,Healthcare,Drug Manufacturers—Specialty & Generic,USD,United States,4279716,,,,330710,330716.0,0.48446,-0.78652,-2.23772,-0.30754,,3.715415,-24020000.0,-26075000.0,-26442000.0,34104000.0,6763000.0,33066000.0,1038000.0,0.0,0.0,1038000.0,2814000.0,487000.0
BFRIW,Biofrontera Inc. Warrants,Healthcare,Drug Manufacturers—Specialty & Generic,USD,United States,0,,,,,-3949000.0,0.48446,-0.78652,-2.23772,-0.30754,,,-24020000.0,-26075000.0,-26442000.0,34104000.0,6763000.0,33066000.0,1038000.0,0.0,0.0,1038000.0,2814000.0,487000.0
BFS,"Saul Centers, Inc.",Real Estate,REIT—Retail,USD,United States,1288141056,22.986102935749564,0.039030473034563064,23.556887,2577481728,2927533056.0,0.73587,0.20306,0.1288,0.0382,1.1274322137585349,4.5369625,127361000.0,114263000.0,51346000.0,1960923000.0,6586000.0,1449590000.0,393667000.0,185000000.0,117666000.0,1487458000.0,1343312000.0,-292319000.0
BFST,"Business First Bancshares, Inc.",Financial Services,Banks—Regional,USD,United States,599643776,16.027434336365758,0.06239301805972967,8.762962,942676032,1099353776.0,0.0,0.29622,0.13159001,0.0119,0.06191043962441433,1.1262376,68592000.0,,73186000.0,6488781000.0,191461000.0,5884415000.0,604366000.0,71930000.0,0.0,1223598000.0,619241000.0,604366000.0
BFZ,BlackRock California Municipal ,Financial Services,Asset Management,USD,United States,357992416,731.5582438960594,0.0013669451589723063,147.8125,,357992416.0,1.0,0.02042,0.00121,0.019199999,0.0006204952373038233,0.9078695,489356.0,,489356.0,601744404.0,0.0,207417445.0,394326959.0,0.0,0.0,,0.0,394326959.0
BG,Bunge Limited,Consumer Defensive,Farm Products,USD,United States,14241129472,6.772822247945695,0.1660588964510502,7.586687,18835128320,18957129472.0,0.07445,0.03204,0.19990999,0.07689,0.16894756614608492,1.3995658,2799000000.0,3148000000.0,1963000000.0,25133000000.0,2173000000.0,13990000000.0,11143000000.0,0.0,895000000.0,15110000000.0,5994000000.0,8379000000.0
BGB,Blackstone / GSO Strategic Cred,Financial Services,Asset Management,,United States,503367808,,-0.0935419393122797,12.954023,,763740206.0,0.0,0.0,,,-0.06457074097847651,,-71441740.0,,-71441740.0,901655603.0,527602.0,348450398.0,553205205.0,0.0,0.0,814105205.0,260900000.0,553205205.0
BGC,"BGC Group, Inc.",Financial Services,Capital Markets,USD,United States,3357304576,24.708826566164777,0.024707999142477573,166.75,4045533440,3992674576.0,0.89228994,0.00989,0.026670001,0.00495,0.10625102991908202,3.9444118,161589000.0,98651000.0,18536000.0,3858258000.0,559587000.0,3002599000.0,844145000.0,0.0,11514000.0,2027588000.0,1183443000.0,781655000.0
